Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
123005811,"The Queen of Poisons (Marlow Murder Club, #3)",Robert Thorogood,"Thorogood, Robert",,"=""0008567336""","=""9780008567330""",5.0,HQ,Hardcover,352,2024,2024,2024/02/14,2024/02/16,,,read,,,,1,0
62882034,Forandre seg. Metode,Édouard Louis,"Louis, Édouard",Egil Halmøy,"=""8203369596""","=""9788203369599""",5.0,Aschehoug,Hardcover,236,2022,2021,2024/02/13,2024/02/12,,,read,,,,1,0
46142698,Hvem drepte faren min,Édouard Louis,"Louis, Édouard",Egil Halmøy,"=""8203375057""","=""9788203375057""",5.0,Aschehoug,ebook,77,2019,2018,2024/02/12,2024/02/12,,,read,,,,1,0
60811296,En kvinnes frigjøring,Édouard Louis,"Louis, Édouard",Egil Halmøy,"=""8203369189""","=""9788203369186""",5.0,Aschehoug,Hardcover,108,2022,2021,2024/02/12,2024/02/11,,,read,,,,1,0
25038694,Farvel til Eddy Bellegueule,Édouard Louis,"Louis, Édouard",Egil Halmøy,"=""8203370586""","=""9788203370588""",5.0,Aschehoug,Hardcover,176,2015,2014,2024/02/11,2024/02/09,,,read,,,,1,0
60581087,The Passenger (The Passenger #1),Cormac McCarthy,"McCarthy, Cormac",,"=""0593535227""","=""9780593535226""",3.0,Knopf,Kindle Edition,385,2022,2022,2022/11/07,2024/02/09,,,read,,,,2,0
158875813,Prophet Song,Paul    Lynch,"Lynch, Paul",,"=""""","=""""",4.0,Oneworld Publications,ebook,259,2023,2023,2024/02/09,2024/02/03,,,read,,,,1,0
63376122,Om udregning af rumfang IV,Solvej Balle,"Balle, Solvej",,"=""8797184802""","=""9788797184806""",3.0,Pelagraf,Paperback,175,2022,2022,2024/02/01,2024/01/19,,,read,,,,1,0
55272651,Bisarre fortellinger,Olga Tokarczuk,"Tokarczuk, Olga",Julia Wiedlocha,"=""8205538115""","=""9788205538115""",4.0,Gyldendal,ebook,259,2020,2008,2024/01/12,2024/01/07,,,read,,,,1,0
204506426,Husjomfru,Edvard Hoem,"Hoem, Edvard",,"=""8249523849""","=""9788249523849""",4.0,Forlaget Oktober,Hardcover,395,2023,2023,2024/01/01,2023/12/29,,,read,,,,1,0
53174833,Sandition (Illustrated),Jane Austen,"Austen, Jane",,"=""""","=""""",0,Walrus Books Publisher,Kindle Edition,77,2019,1817,2023/12/23,2023/12/23,,,read,,,,1,0
59015514,Agnes natt og dag (Peter Venn og Agnes Møller #2),Kjersti Annesdatter Skomsvold,"Skomsvold, Kjersti Annesdatter",,"=""8249523881""","=""9788249523887""",5.0,Forlaget Oktober,Hardcover,180,2021,2021,2023/12/22,2023/12/22,,,read,,,,1,0
54701348,"I dag jeg, i morgen du (Peter Venn og Agnes Møller #1)",Kjersti Annesdatter Skomsvold,"Skomsvold, Kjersti Annesdatter",,"=""8249522702""","=""9788249522705""",4.0,Forlaget Oktober,Hardcover,145,2020,2020,2023/12/22,2023/12/18,,,read,,,,1,0
175740735,Crook Manifesto,Colson Whitehead,"Whitehead, Colson",,"=""0385547730""","=""9780385547734""",4.0,RANDOM HOUSE US,Paperback,336,2023,2023,2023/12/17,2023/11/22,,,read,,,,1,0
203485579,Hvem tok Therese?,Per Asle Rustad,"Rustad, Per Asle",,"=""8234717871""","=""9788234717871""",0,Bonnier Norsk,Hardcover,415,2023,,2023/11/17,2023/12/17,,,read,,,,1,0
60815515,Prosessen,Franz Kafka,"Kafka, Franz",Jon Fosse,"=""8279593373""","=""9788279593379""",5.0,Skald AS,Kindle Edition,264,2022,1925,2023/12/02,2023/10/29,,,read,,,,1,0
54626223,"Harlem Shuffle (The Harlem Trilogy, #1)",Colson Whitehead,"Whitehead, Colson",,"=""0385545134""","=""9780385545136""",5.0,Doubleday,Hardcover,318,2021,2021,2023/11/22,2023/11/15,,,read,,,,1,0
36217818,"Go, Went, Gone",Jenny Erpenbeck,"Erpenbeck, Jenny",Susan Bernofsky,"=""1846276217""","=""9781846276217""",5.0,Granta Books,Kindle Edition,339,2017,2015,2023/05/03,2023/04/30,,,read,,,,1,0
201634503,Jeg plystrer i den mørke vinden,Maria Navarro Skaranger,"Skaranger, Maria Navarro",,"=""824952697X""","=""9788249526970""",4.0,Oktober,Hardcover,190,2023,2023,2023/11/14,2023/11/12,,,read,,,,1,0
58839284,Emily Forever,Maria Navarro Skaranger,"Skaranger, Maria Navarro",,"=""8249523873""","=""9788249523870""",4.0,Forlaget Oktober,Hardcover,177,2021,2021,2023/11/12,2023/11/12,,,read,,,,1,0
23381324,33,Kjersti Annesdatter Skomsvold,"Skomsvold, Kjersti Annesdatter",,"=""8249514041""","=""9788249514045""",3.0,Oktober Forlag,Hardcover,123,2014,2014,2023/11/12,2023/11/02,,,read,,,,1,0
52933235,Før plogen din over de dødes knokler,Olga Tokarczuk,"Tokarczuk, Olga",Julia Wiedlocha,"=""8205520712""","=""9788205520714""",4.0,Gyldendal,Hardcover,289,2019,2009,2023/10/29,2023/10/22,,,read,,,,1,0
31132645,"Daghus, natthus",Olga Tokarczuk,"Tokarczuk, Olga",Jan Henrik Swahn,"=""919747567X""","=""9789197475679""",4.0,Ariel förlag,Hardcover,344,2005,1998,2023/10/21,2023/10/07,,,read,,,,1,0
7941074,"Jo fortere jeg går, jo mindre er jeg",Kjersti Annesdatter Skomsvold,"Skomsvold, Kjersti Annesdatter",,"=""8249506642""","=""9788249506644""",5.0,Oktober,,125,2009,2009,2023/10/04,2023/10/03,,,read,,,,1,0
42959244,Elskerinnene,Elfriede Jelinek,"Jelinek, Elfriede",Elisabeth Beanca Halvorsen,"=""8205351422""","=""""",4.0,Gyldendal Norsk Forlag,Hardcover,187,2006,1975,2023/10/02,2023/09/19,,,read,,,,1,0
162414574,Det kom ett brev från München (Inspector Barbarotti #8),Håkan Nesser,"Nesser, Håkan",,"=""9100800880""","=""9789100800888""",3.0,Albert Bonniers Förlag,Hardcover,390,2023,2023,2023/10/01,2023/10/01,,,read,,,,1,0
7766177,Kjærlighet,Hanne Ørstavik,"Ørstavik, Hanne",,"=""8249504216""","=""9788249504213""",5.0,Oktober,Paperback,111,2006,1997,2023/09/18,2012/06/24,,,read,,,,1,0
198320420,Skymning 41 : roman från en krigstid,Kjell Westö,"Westö, Kjell",,"=""9100801410""","=""9789100801410""",4.0,Albert Bonniers förlag,Hardcover,414,2023,,2023/09/16,2023/09/09,,,read,,,,1,0
5344,Hard Times,Charles Dickens,"Dickens, Charles","Jeff Nunokawa, Gage McWeeny","=""0321107217""","=""9780321107213""",5.0,Pearson,Paperback,384,2003,1854,2023/09/08,2023/08/25,,,read,,,,1,0
56764233,Kjærlighet i nødsfall,Daniela Krien,"Krien, Daniela",,"=""8232803487""","=""9788232803484""",5.0,Forlaget Press,Hardcover,272,2021,2019,2023/08/24,2023/08/23,,,read,,,,1,0
7617675,"Det grovmaskiga nätet (Van Veeteren, #1)",Håkan Nesser,"Nesser, Håkan",,"=""9100555304""","=""9789100555306""",0,Albert Bonniers Förlag,Hardcover,268,1997,1993,2023/08/23,2023/08/22,,,read,,,,1,0
181558028,Om utregning av romfang 3,Solvej Balle,"Balle, Solvej",,"=""823280582X""","=""9788232805822""",5.0,Forlaget Press,Hardcover,231,2023,2021,2023/08/21,2023/08/21,,,read,,,,1,0
25720272,Gå ikke alene ut i natten,Kjell Westö,"Westö, Kjell",Erik Krogstad,"=""8253032684""","=""9788253032689""",5.0,Pax,Paperback,560,2010,2009,2023/08/21,2023/08/13,,,read,,,,1,0
18114335,"Pietr the Latvian (Maigret, #1)",Georges Simenon,"Simenon, Georges",David Bellos,"=""0141392738""","=""9780141392738""",0,Penguin Books,Paperback,162,2013,1930,2023/08/13,2023/08/13,,,read,,,,1,0
1784411,Vådan av att vara Skrake,Kjell Westö,"Westö, Kjell",,"=""9515218535""","=""9789515218537""",4.0,Söderström,Hardcover,373,2000,2000,2023/08/12,2023/08/08,,,read,,,,1,0
7116612,Der vi engang gikk,Kjell Westö,"Westö, Kjell",,"=""8253031246""","=""9788253031248""",5.0,Pax,Paperback,551,2008,2006,2023/08/08,2023/08/03,,,read,,,,1,0
11297021,Alle navnene,José Saramago,"Saramago, José",,"=""8756814895""","=""9788756814898""",5.0,Samleren,,235,1999,1997,2023/08/03,2023/08/01,,,read,,,,1,0
42376367,De venstrehåndedes forening,Håkan Nesser,"Nesser, Håkan","Jan Mølgaard, Agnete Dorph Stjernfelt","=""8770070644""","=""9788770070645""",0,Modtryk,Hardcover,461,2018,2018,2023/07/31,2023/07/31,,,read,,,,1,0
17364640,"De sørgende (Barbarotti, #5)",Håkan Nesser,"Nesser, Håkan",Elisabeth Bjørnson,"=""8205444315""","=""9788205444317""",0,Gyldendal Norsk Forlag AS,Hardcover,400,2013,2012,2023/07/29,2023/07/29,,,read,,,,1,0
8584946,Caribou Island,David Vann,"Vann, David",,"=""0061875724""","=""9780061875724""",3.0,Harper,Hardcover,293,2011,2010,,2012/06/09,,,read,,,,1,0
57198517,Schack under vulkanen (Inspector Barbarotti #7),Håkan Nesser,"Nesser, Håkan",,"=""9100187968""","=""9789100187965""",0,Albert Bonnier Förlag,Hardcover,395,2021,2021,2023/07/27,2023/07/27,,,read,,,,1,0
61948337,Egne barn,Trude Marstein,"Marstein, Trude",,"=""8205572240""","=""9788205572249""",3.0,Gyldendal Norsk Forlag,Hardcover,328,2022,2022,2023/07/22,2023/07/20,,,read,,,,1,0
17895,The Successor,Ismail Kadare,"Kadare, Ismail",David Bellos,"=""1559707739""","=""9781559707732""",4.0,Arcade Publishing,Hardcover,216,2005,2003,2023/07/22,2023/07/19,,,read,,,,1,0
62358464,"Søskenmysteriene (K2, #11)",Hans Olav Lahlum,"Lahlum, Hans Olav",,"=""8202762847""","=""9788202762841""",0,Cappelen Damm,Hardcover,298,2022,2022,2023/07/20,2023/07/20,,,read,,,,1,0
62892824,Kirurgen,Ida Hegazi Høyer,"Høyer, Ida Hegazi",,"=""8210058215""","=""9788210058219""",4.0,Tiden Norsk Forlag,Hardcover,266,2022,2022,2023/07/19,2023/07/19,,,read,,,,1,0
61030304,Brannen,Daniela Krien,"Krien, Daniela",,"=""8232804521""","=""9788232804528""",5.0,Forlaget Press,Hardcover,215,2022,2021,2023/07/18,2023/07/18,,,read,,,,1,0
797635,The Palace of Dreams,Ismail Kadare,"Kadare, Ismail",,"=""1559704160""","=""9781559704168""",4.0,Arcade Publishing,Paperback,208,1998,1981,2023/07/18,2023/07/17,,,read,,,,1,0
58085227,Free: A Child and a Country at the End of History,Lea Ypi,"Ypi, Lea",,"=""0393867730""","=""9780393867732""",5.0,W. W. Norton & Company,Hardcover,288,2022,2021,2023/07/17,2023/07/16,,,read,,,,1,0
6668991,La Fille d'Agamemnon,Ismail Kadare,"Kadare, Ismail","Éric Faye, Tedi Papavrami","=""2253109150""","=""9782253109150""",4.0,LIVRE DE POCHE (LGF),Paperback,123,2005,2003,2023/07/16,2023/07/16,,,read,,,,1,0
57366942,"Death Comes to Marlow (Marlow Murder Club, #2)",Robert Thorogood,"Thorogood, Robert",,"=""0008238316""","=""9780008238315""",5.0,HQ,Kindle Edition,366,2023,2023,2023/07/10,2023/07/10,,,read,,,,1,0
62973652,Jeg er egentlig ikke sånn,Marie Aubert,"Aubert, Marie",,"=""824952554X""","=""9788249525546""",4.0,Forlaget Oktober,Hardcover,213,2022,2022,2023/07/08,2023/07/08,,,read,,,,1,0
61885783,Gjestene,Agnes Ravatn,"Ravatn, Agnes",,"=""8234003348""","=""9788234003349""",4.0,Det Norske Samlaget,Hardcover,176,2022,2022,2023/07/08,2023/07/07,,,read,,,,1,0
58210933,Trust,Hernan Diaz,"Diaz, Hernan",,"=""""","=""""",3.0,Riverhead Books,Hardcover,402,2022,2022,2023/07/07,2023/07/06,,,read,,,,1,0
55451684,Om udregning af rumfang II,Solvej Balle,"Balle, Solvej",,"=""8799584883""","=""9788799584888""",4.0,Pelagraf,Paperback,180,2020,2020,2023/06/21,2023/06/21,,,read,,,,1,0
479155,Beretninger Om Beskyttelse,Erik Fosnes Hansen,"Hansen, Erik Fosnes",,"=""8202183839""","=""9788202183837""",4.0,J.W. Cappelen,Hardcover,555,1998,1998,2023/06/20,2023/06/11,,,read,,,,1,0
2745858,Salme ved reisens slutt,Erik Fosnes Hansen,"Hansen, Erik Fosnes",,"=""""","=""""",4.0,Cappelen,Hardcover,458,1992,1990,2023/06/05,2023/06/03,,,read,,,,1,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,Signet Classics,Mass Market Paperback,449,2004,1868,2023/06/01,2023/05/29,,,read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",0,Cambridge University Press,Paperback,289,2005,1601,2023/05/29,2023/05/14,,,read,,,,1,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",5.0,Oxford University Press,Paperback,544,1998,1861,2023/05/29,2023/05/23,,,read,,,,1,0
61322622,The Secrets of Hartwood Hall,Katie Lumsden,"Lumsden, Katie",,"=""0593186923""","=""9780593186923""",4.0,Dutton,Hardcover,339,2023,2023,2023/04/30,2023/04/20,,,read,,,,1,0
50798,Jude the Obscure,Thomas Hardy,"Hardy, Thomas","Patricia Ingham, Dennis Taylor, Jenny Sterlin, Mark Oxford, James Oliver Smith Jr.","=""0486452433""","=""9780486452432""",5.0,Dover Publications,Paperback,310,2006,1895,2023/04/06,2023/04/03,,,read,,,,1,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",0,Black Dog & Leventhal Pub,Hardcover,288,2006,1926,2023/04/03,2023/04/01,,,read,,,,1,0
337113,The Tenant of Wildfell Hall,Anne Brontë,"Brontë, Anne",Stevie Davies,"=""0140434747""","=""9780140434743""",5.0,Penguin Books,Paperback,576,1996,1848,2023/04/01,2023/03/25,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",4.0,Penguin,Paperback,532,2003,1847,2023/03/25,2023/03/19,,,read,,,,1,0
31463,Far From the Madding Crowd,Thomas Hardy,"Hardy, Thomas","Rosemarie Morgan, Shannon Russell","=""""","=""""",5.0,Penguin Books,Paperback,433,2003,1874,2023/03/19,2023/03/13,,,read,,,,1,0
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",5.0,Barnes & Noble Classics,Paperback,260,2005,1817,2023/03/12,2023/03/11,,,read,,,,1,0
33798117,Hvis der skulle komme et menneske forbi,Thomas Korsgaard,"Korsgaard, Thomas",,"=""8711453389""","=""9788711453384""",4.0,Lindhardt og Ringhof,Paperback,318,2017,2017,2023/03/09,2023/03/08,,,read,,,,1,0
16104175,Betong,Thomas Bernhard,"Bernhard, Thomas",,"=""""","=""""",0,Aschehoug forlag,Paperback,169,2007,1982,2023/03/07,2023/03/06,,,read,,,,1,0
553929,Wittgensteins Neffe,Thomas Bernhard,"Bernhard, Thomas",,"=""3518379658""","=""9783518379653""",0,Suhrkamp Verlag AG,Paperback,163,2008,1982,2023/03/05,2023/03/05,,,read,,,,1,0
17346750,De besatte,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Geir Kjetsaa,"=""8256013370""","=""9788256013371""",5.0,Solum,Paperback,784,2001,1871,2023/03/04,2023/02/19,,,read,,,,1,0
