Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,"=""""","=""""",0,Penguin Classics,Paperback,672,2003,1859,,2026/07/30,currently-reading,currently-reading (#7),currently-reading,,,,1,0
243042929,"Cool Machine (The Harlem Trilogy, #3)",Colson Whitehead,"Whitehead, Colson",,"=""0385550502""","=""9780385550505""",5.0,Doubleday,Hardcover,368,2026,2026,2026/07/29,2026/07/26,,,read,,,,1,0
41733839,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Jesmyn Ward,"=""""","=""""",5.0,Scribner,Paperback,180,2018,1925,2026/07/24,2026/07/24,,,read,,,,1,0
61713802,City of Dreams (Danny Ryan #2),Don Winslow,"Winslow, Don",,"=""0062851233""","=""9780062851239""",4.0,William Morrow,Hardcover,352,2023,2023,2026/07/23,2026/07/22,,,read,,,,1,0
57558287,"City on Fire (Danny Ryan, #1)",Don Winslow,"Winslow, Don",,"=""0062851195""","=""9780062851192""",4.0,William Morrow,Hardcover,384,2022,2021,2026/07/15,2026/07/15,,,read,,,,1,0
206236,"The Power of the Dog (Power of the Dog, #1)",Don Winslow,"Winslow, Don",,"=""1400096936""","=""9781400096930""",5.0,Vintage Crime/Black Lizard,Paperback,542,2006,2005,2026/07/13,2026/07/13,,,read,,,,1,0
243772777,"Ironwood (Catalina, #2; Harry Bosch Universe, #42)",Michael Connelly,"Connelly, Michael",,"=""0316595381""","=""9780316595384""",3.0,"Little, Brown and Company",Hardcover,327,2026,2026,2026/07/10,2026/07/13,,,read,,,,1,0
235134618,Habitat,Theis Ørntoft,"Ørntoft, Theis",,"=""870241175X""","=""9788702411751""",0,Gyldendal,ebook,580,2025,2025,,2026/07/03,currently-reading,currently-reading (#6),currently-reading,,,,1,0
29875918,Six Four,Hideo Yokoyama,"Yokoyama, Hideo",Jonathan Lloyd-Davies,"=""0374265518""","=""9780374265519""",4.0,"Farrar, Straus and Giroux",Hardcover,576,2017,2012,2026/07/03,2026/07/03,,,read,,,,1,0
125321,"Barchester Towers (Chronicles of Barsetshire, #2)",Anthony Trollope,"Trollope, Anthony",,"=""1406923044""","=""9781406923049""",0,Oxford University Press,Paperback,418,2006,1857,,2026/05/15,currently-reading,currently-reading (#5),currently-reading,,,,1,0
267123,"The Warden (Chronicles of Barsetshire, #1)",Anthony Trollope,"Trollope, Anthony","Edward Ardizzone, David Skilton","=""0192834088""","=""9780192834089""",4.0,Oxford University Press,Paperback,336,1998,1855,2026/05/14,2026/05/10,,,read,,,,1,0
50827,Dombey and Son,Charles Dickens,"Dickens, Charles",Jonathan Lethem,"=""0812967437""","=""9780812967432""",0,Modern Library,Paperback,880,2003,1848,,2026/04/25,currently-reading,currently-reading (#4),currently-reading,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",,"=""0141439602""","=""9780141439600""",5.0,Penguin Books,Paperback,489,2003,1859,2026/04/21,2026/04/17,,,read,,,,1,0
31250,Little Dorrit,Charles Dickens,"Dickens, Charles","Stephen J. Wall, Helen Small","=""""","=""""",5.0,Penguin Classics,Paperback,860,2003,1857,2026/04/13,2026/03/12,,,read,,,,1,0
192893,"Whose Body?  (Lord Peter Wimsey, #1)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043575""","=""9780061043574""",3.0,HarperTorch,Mass Market Paperback,224,1995,1923,2026/04/05,2026/04/05,,,read,,,,1,0
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne","=""0143037617""","=""9780143037613""",5.0,Penguin Books,Paperback,1017,2006,1853,2026/03/07,2026/01/29,,,read,,,,1,0
31244,Our Mutual Friend,Charles Dickens,"Dickens, Charles",Richard Gaughan,"=""0375761144""","=""9780375761140""",5.0,Modern Library,Paperback,801,2002,1865,2026/01/27,2025/12/23,,,read,,,,1,0
223854881,What We Can Know,Ian McEwan,"McEwan, Ian",,"=""0593804724""","=""9780593804728""",5.0,Knopf,Hardcover,303,2025,2025,2026/01/12,2026/01/07,,,read,,,,1,0
214198085,Jævla menn,Andrev Walden,"Walden, Andrev",Håvard Syvertsen,"=""8248935663""","=""9788248935667""",4.0,Kagge,Hardcover,375,2024,2023,2026/01/07,2026/01/04,,,read,,,,1,0
199066185,Da vi var yngre,Oliver Lovrenski,"Lovrenski, Oliver",,"=""8203450113""","=""9788203450112""",4.0,Aschehoug,Hardcover,242,2023,2023,2026/01/04,2026/01/04,,,read,,,,1,0
224003263,The Killer Question,Janice Hallett,"Hallett, Janice",,"=""1668083531""","=""9781668083536""",5.0,Atria Books,Hardcover,448,2025,2025,2026/01/02,2026/01/01,,,read,,,,1,0
182381,Cranford,Elizabeth Gaskell,"Gaskell, Elizabeth",Patricia Ingham,"=""0141439882""","=""9780141439884""",4.0,Penguin Classics,Paperback,257,2006,1853,2025/12/21,2025/12/17,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",5.0,Penguin Books,Paperback,608,2003,1838,2025/12/15,2025/12/06,,,read,,,,1,0
195269275,The Trouble With Mrs Montgomery Hurst,Katie Lumsden,"Lumsden, Katie",,"=""0241556139""","=""9780241556139""",3.0,Penguin,Kindle Edition,439,2024,2024,2025/11/29,2025/11/16,,,read,,,,1,0
238762025,Arbeidarhjerte - bok 2,Carl Frode Tiller,"Tiller, Carl Frode",,"=""8203457193""","=""9788203457197""",0,Aschehoug,Hardcover,,2025,2025,,2025/10/29,currently-reading,currently-reading (#3),currently-reading,,,,1,0
230910361,Shadow Ticket,Thomas Pynchon,"Pynchon, Thomas",,"=""1594206104""","=""9781594206108""",3.0,Penguin Press,Hardcover,293,2025,2025,2025/10/26,2025/10/11,,,read,,,,1,0
17208457,Bleeding Edge,Thomas Pynchon,"Pynchon, Thomas",,"=""1594204233""","=""9781594204234""",4.0,Penguin Press,Hardcover,477,2013,2013,2022/12/20,2022/11/30,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5.0,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,2025/10/19,2025/10/16,,,read,,,,1,0
27162308,Henrik Ibsen's Hedda Gabler,Henrik Ibsen,"Ibsen, Henrik",,"=""0571258565""","=""9780571258567""",0,Faber & Faber,Kindle Edition,128,2010,1890,2024/03/28,2024/03/27,,,read,,,,1,0
465170,Menneske og maktene,Olav Duun,"Duun, Olav",,"=""8251803217""","=""9788251803212""",5.0,Olaf Norlis Forlag,Paperback,,1982,1938,2025/10/07,2025/10/05,,,read,,,,1,0
239039241,Doggerland,Agnes Ravatn,"Ravatn, Agnes",,"=""8234015931""","=""9788234015939""",4.0,Samlaget,Hardcover,211,2025,2025,2025/10/04,2025/10/03,,,read,,,,1,0
217322454,Arbeidarhjerte - bok 1,Carl Frode Tiller,"Tiller, Carl Frode",,"=""8203398332""","=""9788203398339""",5.0,Aschehoug,Hardcover,349,2024,2024,2025/10/02,2025/09/30,,,read,,,,1,0
242274697,Den usannsynlige seriemorderen. Arnfinn Nesset og hans 31 tilståelser,Simen Sætre,"Sætre, Simen",,"=""8202371783""","=""9788202371784""",0,Cappelen Damm,Hardcover,416,2025,2025,2025/09/29,2025/10/02,,,read,,,,1,0
239531673,"Endelig! Lykken. Og mitt forsøk, i 2022, på å utholde smerten ved tidens herjinger",Dag Solstad,"Solstad, Dag",,"=""8249530357""","=""9788249530359""",5.0,Forlaget Oktober,Hardcover,,2025,2025,2025/09/28,2025/09/28,,,read,,,,1,0
239532405,Du er hjemme nå,Per Petterson,"Petterson, Per",,"=""8249528891""","=""9788249528899""",4.0,Forlaget Oktober,Hardcover,208,2025,2025,2025/09/28,2025/09/27,,,read,,,,1,0
222062839,"Tåkemordet (K2, #12)",Hans Olav Lahlum,"Lahlum, Hans Olav",,"=""8202846595""","=""9788202846596""",4.0,Cappelen Damm,Hardcover,367,2024,2024,2025/09/24,2025/09/24,,,read,,,,1,0
36064,American Tabloid (Underworld USA #1),James Ellroy,"Ellroy, James",,"=""037572737X""","=""9780375727375""",5.0,Vintage Books,Paperback,592,2001,1995,2025/09/10,2025/08/28,,,read,,,,1,0
223032467,Vaim,Jon Fosse,"Fosse, Jon",Damion Searls,"=""""","=""9798893380217""",5.0,Transit Books,Hardcover,120,2025,2025,2025/09/07,2025/09/06,,,read,,,,1,0
9308027,Bli hvis du kan. Reis hvis du må.,Helga Flatland,"Flatland, Helga",,"=""8203195911""","=""9788203195914""",4.0,Aschehoug,Hardcover,170,2010,2010,2025/08/28,2025/08/26,,,read,,,,1,0
101000,"White Jazz (L.A. Quartet, #4)",James Ellroy,"Ellroy, James",,"=""""","=""""",4.0,Vintage,Paperback,354,2001,1992,2025/08/25,2025/08/19,,,read,,,,1,0
57727,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,"Ellroy, James",,"=""""","=""""",0,Arrow,Paperback,496,1994,1990,2025/08/18,2025/08/18,,,read,,,,1,0
214152261,Flesh,David Szalay,"Szalay, David",,"=""198212279X""","=""9781982122799""",4.0,Scribner,Hardcover,368,2025,2025,2025/08/14,2025/08/12,,,read,,,,1,0
214269374,Universality,Natasha   Brown,"Brown, Natasha",,"=""0593977300""","=""9780593977309""",3.0,Random House,Hardcover,152,2025,2025,2025/08/12,2025/08/11,,,read,,,,1,0
205973374,Misinterpretation,Ledia Xhoga,"Xhoga, Ledia",,"=""1959030809""","=""9781959030805""",4.0,Tin House,Paperback,304,2024,2024,2025/08/11,2025/08/09,,,read,,,,1,0
36058,"The Big Nowhere (L.A. Quartet, #2)",James Ellroy,"Ellroy, James",,"=""0099366614""","=""9780099366614""",5.0,Random House,Paperback,472,1994,1988,2025/08/07,2025/07/31,,,read,,,,1,0
236493275,Så gjør vi så,Helga Flatland,"Flatland, Helga",,"=""8203453368""","=""9788203453366""",4.0,Aschehoug,Hardcover,271,2025,2025,2025/08/07,2025/08/05,,,read,,,,1,0
21704,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,"Ellroy, James",,"=""0446698873""","=""9780446698870""",4.0,Mysterious Press,Paperback,348,2006,1987,2025/07/30,2025/07/28,,,read,,,,1,0
206119050,"The Waiting (Harry Bosch, #25; Renée Ballard, #6; Harry Bosch Universe, #39)",Michael Connelly,"Connelly, Michael",,"=""031656379X""","=""9780316563796""",4.0,"Little, Brown and Company",Hardcover,407,2024,2024,2025/07/20,2025/07/22,,,read,,,,1,0
231352512,Monique flykter,Édouard Louis,"Louis, Édouard",Egil Halmøy,"=""8203455298""","=""9788203455292""",3.0,Aschehoug,Hardcover,156,2025,2024,2025/07/19,2025/07/19,,,read,,,,1,0
221508547,"Nightshade (Catalina, #1; Harry Bosch Universe, #41)",Michael Connelly,"Connelly, Michael",,"=""0316588482""","=""9780316588485""",3.0,"Little, Brown and Company",Hardcover,352,2025,2025,2025/07/19,2025/07/18,,,read,,,,1,0
56294820,"Oh William! (Amgash, #3)",Elizabeth Strout,"Strout, Elizabeth",,"=""0812989430""","=""9780812989434""",4.0,Random House,Hardcover,240,2021,2021,2025/07/10,2025/07/08,,,read,,,,1,0
1736739,"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",4.0,Random House,Hardcover,270,2008,2008,2025/07/06,2025/07/03,,,read,,,,1,0
32080126,"Anything Is Possible (Amgash, #2)",Elizabeth Strout,"Strout, Elizabeth",,"=""0812989406""","=""9780812989403""",4.0,Random House,Hardcover,254,2017,2017,2025/07/01,2025/06/27,,,read,,,,1,0
25893709,"My Name Is Lucy Barton (Amgash, #1)",Elizabeth Strout,"Strout, Elizabeth",,"=""1400067693""","=""9781400067695""",4.0,Random House,Hardcover,193,2016,2016,2025/06/26,2025/06/25,,,read,,,,1,0
25084525,Mi briljante venninne,Elena Ferrante,"Ferrante, Elena",Kristin Sørsdal,"=""8252185908""","=""9788252185904""",4.0,Det Norske Samlaget,Hardcover,403,2015,2011,2025/06/23,2025/06/22,,,read,,,,1,0
62841187,Dine ord,Gaute Heivoll,"Heivoll, Gaute",,"=""8210058835""","=""9788210058837""",3.0,Tiden,Hardcover,182,2022,,2025/06/22,2025/06/21,,,read,,,,1,0
413,Mason & Dixon,Thomas Pynchon,"Pynchon, Thomas",,"=""0312423209""","=""9780312423209""",0,Picador USA,Paperback,773,2004,1997,,2025/06/15,currently-reading,currently-reading (#2),currently-reading,,,,1,0
177404,The Waiting Years,Fumiko Enchi,"Enchi, Fumiko",John Bester,"=""477002889X""","=""9784770028891""",5.0,Kodansha USA,Paperback,204,2002,1957,2025/06/08,2025/06/05,,,read,,,,1,0
50362362,"The Inugami Curse (Detective Kosuke Kindaichi, #2)",Seishi Yokomizo,"Yokomizo, Seishi",Yumiko Yamazaki,"=""1782275029""","=""9781782275022""",4.0,Pushkin Vertigo,Kindle Edition,321,2020,1950,2025/06/05,2025/05/31,,,read,,,,1,0
61423833,The Rainbow,Yasunari Kawabata,"Kawabata, Yasunari",Haydn Trowell,"=""0593314921""","=""9780593314920""",4.0,Vintage,Paperback,224,2023,1951,2025/05/30,2025/05/29,,,read,,,,1,0
228394781,Small Boat,Vincent Delecroix,"Delecroix, Vincent","Helen Stevenson, Jeremy Harding","=""1913109372""","=""9781913109370""",4.0,HopeRoad,Paperback,122,2025,2023,2025/05/26,2025/05/25,,,read,,,,1,0
464260,The Fire Next Time (Vintage International),James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",0,Vintage,Paperback,106,1992,1963,2025/05/25,2025/05/25,,,read,,,,1,0
56916837,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",5.0,Harper Perennial Modern Classics,Paperback,323,2021,1960,2025/05/17,2025/05/14,,,read,,,,1,0
38463,If Beale Street Could Talk,James Baldwin,"Baldwin, James",,"=""0307275930""","=""9780307275936""",5.0,Vintage,Paperback,197,2006,1974,2025/05/12,2025/05/11,,,read,,,,1,0
173754979,James,Percival Everett,"Everett, Percival",,"=""0385550367""","=""9780385550369""",5.0,Knopf Doubleday,Hardcover,303,2024,2024,2025/05/11,2025/05/11,,,read,,,,1,0
203200544,Perfection,Vincenzo Latronico,"Latronico, Vincenzo",Sophie Hughes,"=""1804271055""","=""9781804271056""",4.0,Fitzcarraldo Editions,Kindle Edition,137,2025,2022,2025/05/10,2025/05/10,,,read,,,,1,0
5933841,Inherent Vice,Thomas Pynchon,"Pynchon, Thomas",,"=""1594202249""","=""9781594202247""",5.0,Penguin Press,Hardcover,369,2009,2009,2025/05/07,2025/05/01,,,read,,,,1,0
59721,Vineland,Thomas Pynchon,"Pynchon, Thomas",,"=""3499136287""","=""9783499136283""",5.0,Rowohlt Tb.,Paperback,480,1995,1990,2025/04/28,2025/04/15,,,read,,,,1,0
56887117,"The Village of Eight Graves (Detective Kosuke Kindaichi, #3)",Seishi Yokomizo,"Yokomizo, Seishi",Bryan Karetnyk,"=""1782277455""","=""9781782277453""",4.0,Pushkin Vertigo,Paperback,349,2021,1950,2025/04/25,2025/04/25,,,read,,,,1,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",4.0,"Little, Brown and Company",Kindle Edition,449,2013,1938,2025/04/18,2025/04/18,,,read,,,,1,0
34602444,"The Odyssey: a new translation, contexts, criticism",Homer,"Homer, Homer",Emily Wilson,"=""0393634566""","=""9780393634563""",5.0,W. W. Norton  Company,Paperback,429,2017,-750,2025/04/14,2025/04/05,,,read,,,,1,0
59112463,"Death on Gokumon Island (Detective Kosuke Kindaichi, #4)",Seishi Yokomizo,"Yokomizo, Seishi",Louise Heal Kawai,"=""1782277412""","=""9781782277415""",4.0,Pushkin Vertigo,Paperback,320,2022,1948,2025/04/14,2025/04/13,,,read,,,,1,0
50144,Kitchen,Banana Yoshimoto,"Yoshimoto, Banana","Megan Backus, Noguchi Rika","=""0802142443""","=""9780802142443""",3.0,Grove Press,Paperback,160,2006,1988,2025/04/04,2025/04/03,,,read,,,,1,0
243601,"Imperium (Cicero, #1)",Robert   Harris,"Harris, Robert",,"=""074326603X""","=""9780743266031""",3.0,Simon & Schuster,Hardcover,305,2006,2006,2025/04/03,2025/03/25,,,read,,,,1,0
29397486,Conclave,Robert   Harris,"Harris, Robert",,"=""""","=""""",2.0,Cornerstone Digital,ebook,288,2016,2016,,2025/03/21,,,read,,,,1,0
14029,Beauty and Sadness (Vintage International),Yasunari Kawabata,"Kawabata, Yasunari",Howard S. Hibbett,"=""0679761055""","=""9780679761051""",5.0,Knopf Doubleday Publishing Group,Paperback,206,1996,1963,2025/03/13,2025/03/07,,,read,,,,1,0
228964048,En sann svir! Det Norske Travselskap 150 år,Dag Solstad,"Solstad, Dag",,"=""""","=""9788249529322""",3.0,Forlaget Oktober,Hardcover,110,2025,2025,2025/03/02,2025/03/12,,,read,,,,1,0
557078,Geschichte vom alten Kind,Jenny Erpenbeck,"Erpenbeck, Jenny",,"=""3442726867""","=""9783442726868""",4.0,Btb,Paperback,124,2001,1999,2025/03/07,2025/03/07,,,read,,,,1,0
50143,Asleep,Banana Yoshimoto,"Yoshimoto, Banana",Michael Emmerich,"=""0571205372""","=""9780571205370""",4.0,Faber & Faber,Paperback,177,2001,1989,2025/03/06,2025/02/24,,,read,,,,1,0
14027,Thousand Cranes,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679762655""","=""9780679762652""",4.0,Vintage,Paperback,147,1996,1952,2025/03/01,2025/02/28,,,read,,,,1,0
55782299,The Woman in the Purple Skirt,Natsuko Imamura,"Imamura, Natsuko",Lucy North,"=""014313602X""","=""9780143136026""",4.0,Penguin Books,Hardcover,224,2021,2019,2025/02/23,2025/02/22,,,read,,,,1,0
762476,Kokoro,Natsume Sōseki,"Sōseki, Natsume",Edwin McClellan,"=""0809260956""","=""9780895267153""",5.0,Gateway Editions,Paperback,256,1996,1914,2025/02/22,2025/02/16,,,read,,,,1,0
14028,Snow Country,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679761047""","=""9780679761044""",5.0,Vintage,Paperback,175,1996,1948,2025/02/16,2025/02/14,,,read,,,,1,0
52706058,"The Honjin Murders (Detective Kosuke Kindaichi, #1)",Seishi Yokomizo,"Yokomizo, Seishi",Louise Heal Kawai,"=""1782275002""","=""9781782275008""",4.0,Pushkin Vertigo,Paperback,189,2019,1946,2025/02/14,2025/02/14,,,read,,,,1,0
34449,The Makioka Sisters,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō",Edward G. Seidensticker,"=""0679761640""","=""9780679761648""",5.0,Vintage,Paperback,530,1995,1948,2025/02/11,2025/02/02,,,read,,,,1,0
54539,Silas Marner,George Eliot,"Eliot, George",,"=""""","=""""",4.0,Simon  Schuster,Paperback,262,2005,1861,2025/02/03,2025/01/27,,,read,,,,1,0
59145,Père Goriot,Honoré de Balzac,"Balzac, Honoré de","Burton Raffel, Peter Brooks","=""039397166X""","=""9780393971668""",5.0,W W Norton & Co Inc,Paperback,370,1997,1835,2025/01/19,2024/12/12,,,read,,,,1,0
54497604,Blomsterdalen,Niviaq Korneliussen,"Korneliussen, Niviaq",,"=""8702278383""","=""9788702278385""",4.0,Gyldendal,Paperback,279,2020,2020,2025/01/13,2025/01/10,,,read,,,,1,0
59759646,I Could Murder Her,E.C.R. Lorac,"Lorac, E.C.R.",,"=""1774644959""","=""9781774644959""",3.0,Rare Treasure Editions,Kindle Edition,231,2021,1951,2025/01/10,2025/01/10,,,read,,,,1,0
75447464,Death of an Author,E.C.R. Lorac,"Lorac, E.C.R.",Martin Edwards,"=""071236840X""","=""9780712368407""",5.0,British Library Publishing,Kindle Edition,222,2023,1935,2025/01/06,2025/01/05,,,read,,,,1,0
11346,Sula,Toni Morrison,"Morrison, Toni",,"=""0452283868""","=""9780452283862""",5.0,Plume,Paperback,174,2002,1973,2025/01/05,2025/01/03,,,read,,,,1,0
13152998,Home,Toni Morrison,"Morrison, Toni",,"=""0307594165""","=""9780307594167""",4.0,Knopf,Hardcover,147,2012,2012,2025/01/03,2025/01/02,,,read,,,,1,0
38588764,Tokyo Express,Seichō Matsumoto,"Matsumoto, Seichō","Gala Maria Follaco, P.C. Blum","=""8845932443""","=""9788845932441""",3.0,Adelphi,Paperback,175,2018,1958,2025/01/02,2025/01/01,,,read,,,,1,0
57583824,Dialogue sur l'art et la politique,Ken Loach,"Loach, Ken",Édouard Louis,"=""2130829309""","=""9782130829300""",0,PUF,Paperback,84,2021,2021,2024/12/30,2024/02/16,,,read,,,,1,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",5.0,Bethany House Publishers ,Paperback,184,1999,1843,2024/12/30,2024/12/25,,,read,,,,1,0
56759,The Mayor of Casterbridge,Thomas Hardy,"Hardy, Thomas",Keith Wilson,"=""""","=""""",5.0,Penguin Books Ltd,Paperback,393,2003,1886,2024/12/02,2024/11/17,,,read,,,,1,0
178688354,Garman & Worse (Norwegian Edition),Alexander L. Kielland,"Kielland, Alexander L.",,"=""""","=""""",5.0,e-artnow,Kindle Edition,380,2023,1880,2024/02/26,2024/02/25,,,read,,,,1,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj","=""0345803922""","=""9780345803924""",0,Vintage,Paperback,964,2012,1878,,2024/12/04,currently-reading,currently-reading (#1),currently-reading,,,,1,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",5.0,Plume,Paperback,216,2005,1970,2024/11/01,2024/10/28,,,read,,,,1,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""""","=""""",5.0,Vintage,Paperback,325,2004,1987,2024/10/27,2024/10/22,,,read,,,,1,0
259065,Apex Hides the Hurt,Colson Whitehead,"Whitehead, Colson",,"=""038550795X""","=""9780385507950""",4.0,Doubleday,Hardcover,212,2006,2006,2024/10/21,2024/10/20,,,read,,,,1,0
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",4.0,Doubleday,ebook,213,2019,2019,2024/10/17,2024/10/15,,,read,,,,1,0
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah Smith,"=""0553448188""","=""9780553448184""",5.0,Hogarth,Hardcover,158,2016,2007,2024/10/14,2024/10/10,,,read,,,,1,0
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",5.0,Doubleday,Hardcover,306,2016,2016,2024/10/10,2024/10/05,,,read,,,,1,0
16271,The Intuitionist,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",5.0,Anchor Books ,Paperback,255,1999,1999,2024/10/04,2024/10/03,,,read,,,,1,0
137235,Victoria,Knut Hamsun,"Hamsun, Knut",,"=""0285647598""","=""9780285647596""",5.0,Souvenir Press,Paperback,112,2007,1898,2024/08/04,2024/08/03,,,read,,,,1,0
62039166,The Bee Sting,Paul Murray,"Murray, Paul",,"=""0374600309""","=""9780374600303""",5.0,"Farrar, Straus and Giroux",Hardcover,645,2023,2023,2024/07/29,2024/07/18,,,read,,,,1,0
321897,Making Sense of the Troubles: The Story of the Conflict in Northern Ireland,David McKittrick,"McKittrick, David",David McVea,"=""1561310700""","=""9781561310708""",5.0,New Amsterdam Books,Hardcover,323,2002,2000,2024/07/20,2024/07/02,,,read,,,,1,0
200313522,"Terningmorderen (K2, #12)",Hans Olav Lahlum,"Lahlum, Hans Olav",,"=""8202805414""","=""9788202805418""",4.0,Cappelen Damm,Hardcover,398,2023,2023,2024/07/12,2024/07/12,,,read,,,,1,0
60417483,Trespasses,Louise Kennedy,"Kennedy, Louise",,"=""0593540891""","=""9780593540893""",4.0,Riverhead Books,Hardcover,292,2022,2022,2024/07/01,2024/06/24,,,read,,,,1,0
205996546,"Ett fall på Capri (Mord under solen, #1)",Anders de la Motte,"Motte, Anders de la",Anette de la Motte,"=""9137506285""","=""9789137506289""",3.0,Bokförlaget Forum,Hardcover,350,2024,2024,2024/06/28,2024/06/28,,,read,,,,1,0
56618809,Det åttende livet,Nino Haratischwili,"Haratischwili, Nino",Ute Neumann,"=""""","=""9788203375538""",5.0,Aschehoug,Hardcover,1147,2021,2014,,2024/06/01,,,read,,,,2,0
15703038,På gjengrodde stier,Knut Hamsun,"Hamsun, Knut",,"=""""","=""""",0,Gyldendal Norsk Forlag,Paperback,144,2009,1949,2024/06/01,2024/05/31,,,read,,,,1,0
55817233,The Netanyahus,Joshua Cohen,"Cohen, Joshua",,"=""1913097609""","=""9781913097608""",5.0,Fitzcarraldo Editions,Paperback,240,2021,2021,2024/05/26,2024/05/25,,,read,,,,1,0
32590,Pan,Knut Hamsun,"Hamsun, Knut",Sverre Lyngstad,"=""0141180676""","=""9780141180670""",5.0,Penguin Publishing Group,Paperback,181,1998,1894,2024/05/10,2024/05/09,,,read,,,,1,0
75674863,Mysterier,Knut Hamsun,"Hamsun, Knut",,"=""8205253676""","=""9788205253674""",4.0,Gyldendal Pocket,Perfect Paperback,0,1998,1892,2024/05/19,2024/05/11,,,read,,,,1,0
14743989,Sjur Gabriel (Hellemyrsfolket #1),Amalie Skram,"Skram, Amalie",,"=""""","=""""",0,Eide forlag,Unknown Binding,95,,1887,2024/05/09,2024/04/21,,,read,,,,1,0
174441226,Jordisk,Theis Ørntoft,"Ørntoft, Theis",,"=""8702315440""","=""9788702315448""",4.0,Gyldendal,Paperback,599,2023,2023,2024/05/04,2024/04/26,,,read,,,,1,0
16081734,Markens grøde,Knut Hamsun,"Hamsun, Knut",,"=""8205394849""","=""9788205394841""",5.0,Gyldendal Norsk Forlag,Paperback,304,2009,1917,2024/04/14,2024/03/28,,,read,,,,1,0
54815990,Fruen fra havet,Henrik Ibsen,"Ibsen, Henrik",,"=""""","=""""",0,,Kindle Edition,,2020,,2024/03/27,2024/03/25,,,read,,,,1,0
13432433,Byggmester Solness,Henrik Ibsen,"Ibsen, Henrik",,"=""8242135452""","=""9788242135452""",0,NRK Lydbokforlaget,Audio CD,,2003,1892,2024/03/25,2024/03/23,,,read,,,,1,0
3185972,Vildanden,Henrik Ibsen,"Ibsen, Henrik",,"=""8205004714""","=""9788205004719""",0,Gyldendal Norsk Forlag,Hardcover,127,1976,1884,2024/03/23,2024/03/23,,,read,,,,1,0
35152545,Gjengangere,Henrik Ibsen,"Ibsen, Henrik",Bjørn Hemmer,"=""8241903383""","=""""",0,Vigstadmo & Bjørke ,Hardcover,151,2005,1881,2024/03/17,2024/03/17,,,read,,,,1,0
10608653,Skipper Worse,Alexander L. Kielland,"Kielland, Alexander L.",,"=""1161452923""","=""9781161452921""",5.0,Kessinger Publishing,Hardcover,160,2010,1882,2024/03/09,2024/02/29,,,read,,,,1,0
173269692,Blokka på Bjerke. Tretten år i tredje etasje,Bjørn Hatterud,"Hatterud, Bjørn",,"=""8234010662""","=""9788234010668""",5.0,Samlaget,Hardcover,200,2023,2023,2024/02/25,2024/02/24,,,read,,,,1,0
205729735,Søstrene,Jonas Hassen Khemiri,"Khemiri, Jonas Hassen",Andreas E. Østby,"=""8205595046""","=""9788205595040""",4.0,Gyldendal Norsk Forlag,Hardcover,652,2024,2023,2024/02/24,2024/02/10,,,read,,,,1,0
31947773,Voldens historie,Édouard Louis,"Louis, Édouard",Egil Halmøy,"=""8203371302""","=""9788203371301""",5.0,Aschehoug ,Hardcover,189,2016,2016,2024/02/16,2024/02/13,,,read,,,,1,0
